name,address,network,protocol,token_name,token_symbol,token_address,tvl_usd,locked_usd,liquid_usd,number_of_holders,apy_1day,apy_7day,apy_30day,vault_score,vault_tvl_score,protocol_tvl_score,holder_score,network_score,asset_score
Aave v3 USDC,0x724dc807b04555b71ed48a6896b6F41593b8C637,arbitrum,aave,USD Coin,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,244142768,155477698,88665070,19210,254,262,301,85.28531223601175,84.01195052147288,96.89476700883343,85.66676885455871,60,75
Aave v3 USDC,0x98C23E9d8f34FEFb1B7BD6a91B7FF122F4e16F5c,mainnet,aave,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,2755205441,1883728612,871476829,8975,274,303,296,90.58253007920987,90.45934686382009,96.89476700883343,79.05169268608314,100,75
Aave v3 USDC,0x38d693cE1dF5AaDF7bC62595A37D667aD57922e5,optimism,aave,USD Coin,USDC,0x0b2C639c533813f4Aa9D7837CAf62653d097Ff85,37817988,21974666,15843322,8023,257,292,347,83.01658298768643,78.36094502745179,96.89476700883343,78.07658119108463,60,75
Aave v3 USDC,0x4e65fE4DbA92790696d040ac24Aa414708F5c0AB,base,aave,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,149420030,104774365,44645665,98342,304,315,353,81.63798172267917,80.13430084823875,96.89476700883343,99.85476499665366,20,75
Aave v3 USDC.e,0x625E7708f30cA75bfd92586e17077590C60eb4cD,optimism,aave,USD Coin,USDC,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,3831992,2272395,1559597,35764,200,218,227,85.24887463907623,79.7793762401066,96.89476700883343,91.06728391681028,60,75
Aave v3 USDC.e,0x625E7708f30cA75bfd92586e17077590C60eb4cD,polygon,aave,USD Coin (PoS),USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,7616881,6243942,1372939,28312,302,294,321,80.08150432919518,80.46515055709618,96.89476700883343,89.03711609495045,20,75
Aave v3 USDC.e,0x625E7708f30cA75bfd92586e17077590C60eb4cD,arbitrum,aave,USD Coin (Arb1),USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,3382835,2293899,1088936,51588,270,295,337,85.61586711001533,79.22721992499497,96.89476700883343,94.25010880988643,60,75
Aave V3 USDC Lender,0xbDb97eC319c41c6FA383E94eCE6Bdf383dFC7BE4,mainnet,yearn,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1242,1242,0,3,0,0,0,62.25330551221869,42.77825325287546,79.556637154109,0,100,75
Aave V3 USDC Lender,0xf766c7293f4e0265dDfA8369F78a808dF8AC70c1,mainnet,yearn,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1873,1873,0,5,280,293,287,65.97820619096957,61.40275664662987,79.556637154109,0,100,75
Aave V3 USDC Lender,0x52367C8E381EDFb068E9fBa1e7E9B2C847042897,polygon,yearn,USD Coin,USDC,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,13191,13191,0,10,307,1085,382,57.516247953365294,69.09296545860849,79.556637154109,0,20,75
AaveV3 USDC Lender,0xd89ee1E95f7728f6964CF321E2648cCd29a881f1,arbitrum,yearn,USD Coin,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,9533,9533,0,13,272,276,303,61.10387576018123,54.87422349227617,79.556637154109,9.542508000549317,60,75
Aave v3 USDe,0x4F5923Fc5FD4a93352581b38B7cD26943012DECF,mainnet,aave,USDe,USDe,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,91335886,18909129,72426757,171,41,170,280,72.59685606068001,73.59207054627194,96.89476700883343,44.13690098594835,100,0
Aave v3 USDS,0x32a6268f9Ba3642Dda7892aDd74f1D34469A4259,mainnet,aave,USDS Stablecoin,USDS,0xdC035D45d973E3EC169d2276DDab16f1e407384F,396692271,5689145,391003126,370,468,582,641,74.93543059821982,80.04274831828495,96.89476700883343,51.126494206863086,100,0
Aave V3 USDS Lender,0x832c30802054F60f0CeDb5BE1F9A0e3da2a0Cab4,mainnet,yearn,USDS Stablecoin,USDS,0xdC035D45d973E3EC169d2276DDab16f1e407384F,310547,310547,0,5,4836,392,586,55.95731470139482,58.17329919875612,79.556637154109,0,100,0
Aave v3 USDT,0xDeE98402A302e4D707fB9bf2bac66fAEEc31e8Df,celo,aave,Tether USD,USD₮,0x48065fbBE25f71C9282ddf5e1cD6D6A887483D5e,2955792,2557,2953235,,0,0,59,38.75790680353337,0,96.89476700883343,0,0,0
Aave v3 USDT,0x23878914EFE38d27C4D67Ab83ed1b93A74D4086a,mainnet,aave,Tether USD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,3025952404,2048074763,977877641,5658,269,283,291,83.76155927014764,90.6143530562586,96.89476700883343,75.03854570241704,100,25
Aave v3 USDT,0x6ab707Aca953eDAeFBc4fD23bA73294241490620,optimism,aave,Tether USD,USDT,0x94b008aA00579c1307B0EF2c499aD98a8ce58e58,14086092,8916830,5169262,24682,241,231,291,77.95229934377683,76.96332495276472,96.89476700883343,87.84485033127007,60,25
Aave v3 USDT,0x6ab707Aca953eDAeFBc4fD23bA73294241490620,arbitrum,aave,Tether USD,USDT,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,95971116,64967548,31003568,21588,286,297,326,78.67615962604386,81.45553146211952,96.89476700883343,86.68097686724387,60,25
Aave v3 USDT,0x6ab707Aca953eDAeFBc4fD23bA73294241490620,polygon,aave,(PoS) Tether USD,USDT,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,53847011,37677912,16169099,26019,384,375,377,70.53383466967196,80.15220912095933,96.89476700883343,88.3032402796448,20,0
Aave V3 USDT Lender,0xe5baF8b6Be442811211e9339d9fbC1B8fb7D66dF,mainnet,yearn,Tether USD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,134183,134183,0,4,4804,222,252,60.67411289821892,66.13229018287663,79.556637154109,0,100,25
Aave V3 USDT Lender,0x95d69641ED7eCAa5e7d5539F56Dc6194b5Bcd7fA,mainnet,yearn,Tether USD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,294,294,0,1,0,0,0,55.14806574038169,38.502054393690436,79.556637154109,0,100,25
AaveV3 USDT Lender,0x4aE5CE819e7D678b07E8D0f483d351E2c8e8B8D3,arbitrum,yearn,Tether USD,USDT,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,3283,3283,0,8,291,284,324,53.47800274244541,55.15173940400904,79.556637154109,0,60,25
AaveV3 USDT Lender,0x3bd8C987286D8Ad00c05fdb2Ae3E8C9a0f054734,polygon,yearn,(PoS) Tether USD,USDT,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,419030,419030,0,12,354,334,353,49.28527727046227,70.29762287816314,79.556637154109,6.020652221240242,20,0
Aave v3 WBTC,0x078f358208685046a11C85e8ad32895DED33A249,optimism,aave,Wrapped BTC,WBTC,0x68f180fcCe6836688e9084f035309E29Bf0A2095,33220735,1632027,31588708,1608,2,2,3,75.04060632890094,80.23442850415258,96.89476700883343,64.07209216358031,60,25
Aave v3 WBTC,0x5Ee5bf7ae06D1Be5997A1A72006FE6C607eC6DE8,mainnet,aave,Wrapped BTC,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,3435284302,340358894,3094925408,5546,3,4,4,83.92554904652702,91.56478217070497,96.89476700883343,74.86457205901766,100,25
Aave v3 WBTC,0x078f358208685046a11C85e8ad32895DED33A249,arbitrum,aave,Wrapped BTC,WBTC,0x2f2a2543B76A4166549F7aaB2e75Bef0aefC5B0f,232671999,16033650,216638349,9139,4,5,4,78.17289797914604,84.54309163978915,96.89476700883343,79.20915231769895,60,25
Aave v3 WBTC,0x078f358208685046a11C85e8ad32895DED33A249,polygon,aave,(PoS) Wrapped BTC,WBTC,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6,109652965,3334448,106318517,33381,2,3,3,74.56378962800167,83.05328631104949,96.89476700883343,90.46817041505602,20,25
Aave v3 weETH,0xBdfa7b7893081B35Fb54027489e2Bc7A38275129,mainnet,aave,Wrapped eETH,weETH,0xCd5fE23C85820F7B72D0926FC9b05b43E359b7ee,2826866723,3268847,2823597876,687,0,1,1,77.47324868215304,88.6175104735342,96.89476700883343,56.61226522608551,100,0
Aave v3 weETH,0x8437d7C167dFB82ED4Cb79CD44B7a32A1dd95c77,arbitrum,aave,Wrapped eETH,weETH,0x35751007a407ca6FEFfE80b3cB397736D2cf4dbe,181843918,3623174,178220744,1302,2,2,3,71.6672530326367,80.3773879732369,96.89476700883343,62.225790896372956,60,0
Aave v3 weETH,0x7C307e128efA31F540F2E2d976C995E0B65F51F6,base,aave,Wrapped eETH,weETH,0x04C0599Ae5A44757c0af6F9eC3b93da8976c150A,144422813,766364,143656449,2558,1,1,1,67.2738743729128,78.98640258764914,96.89476700883343,68.12458034566396,20,0
Aave v3 WETH,0x4d5F47FA6A74757f35C14fD3a6Ef8E3C9BC514E8,mainnet,aave,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,4061526244,3547796598,513729646,27211,199,201,213,95.61700006215116,92.77611531032248,96.89476700883343,88.69246797702198,100,100
Aave v3 WETH,0xD4a0e0b9149BCee3C920d2E00b5dE09138fd8bb7,base,aave,Wrapped Ether,WETH,0x4200000000000000000000000000000000000006,146262025,130255359,16006666,216199,203,204,159,85.0591339702482,81.50613583357413,96.89476700883343,100,20,100
Aave v3 WETH,0xe50fA9b3c56FfB159cB0FCA61F5c9D750e8128c8,optimism,aave,Wrapped Ether,WETH,0x4200000000000000000000000000000000000006,34937201,28997936,5939265,74170,179,170,170,89.68559795620119,81.58527525377933,96.89476700883343,97.40424067941302,60,100
Aave v3 WETH,0xe50fA9b3c56FfB159cB0FCA61F5c9D750e8128c8,arbitrum,aave,Wrapped Ether,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,241313590,197982595,43330995,115653,176,183,178,90.89051548061266,85.66304338539646,96.89476700883343,100,60,100
Aave v3 WETH,0xe50fA9b3c56FfB159cB0FCA61F5c9D750e8128c8,polygon,aave,Wrapped Ether,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,43583839,16214073,27369766,33761,71,75,74,83.84713223702944,82.52123735559584,96.89476700883343,90.56651974917935,20,100
Aave V3 WETH Lender,0x90759801579208B28D2D36D13b1ED7443D1b717F,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,157,157,0,4,25968,449,214,68.01689623849794,55.9712068842717,79.556637154109,0,100,100
Aave V3 WETH Lender,0x90759801579208B28D2D36D13b1ED7443D1b717F,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,157,157,0,4,25968,449,214,68.01689623849794,55.9712068842717,79.556637154109,0,100,100
Aave v3 WPOL,0x6d80113e533a2C0fe82EaBD35f1875DcEA89Ea97,polygon,aave,Wrapped Polygon Ecosystem Token,WPOL,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,12185674,5703740,6481934,91895,120,124,115,70.9485618804972,74.0039592675419,96.89476700883343,99.26575482303629,20,0
Aave v3 wstETH,0xf59036CAEBeA7dC4b86638DFA2E3C97dA9FcCd40,polygon,aave,Wrapped liquid staked Ether 2.0 (PoS),wstETH,0x03b54A6e9a984069379fae1a4fC4dBAE93B3bCCD,16805002,58519,16746483,441,0,0,0,63.918839536468134,73.78716128069635,96.89476700883343,52.69000317863662,20,0
Aave v3 wstETH,0x0B925eD163218f6662a35e0f0371Ac234f9E9371,mainnet,aave,Wrapped liquid staked Ether 2.0,wstETH,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,2756268340,686099698,2070168642,2826,12,13,12,79.30041784515596,88.46761588643847,96.89476700883343,68.99325242889931,100,0
Aave v3 wstETH,0x99CBC45ea5bb7eF3a5BC08FB1B7E56bB2442Ef0D,base,aave,Wrapped liquid staked Ether 2.0,wstETH,0xc1CBa3fCea344f92D9239c08C0568f6F2F0ee452,22828139,13151190,9676949,3596,14,13,6,66.51193472651319,72.9505220909393,96.89476700883343,71.09282336527966,20,0
Across WETH Lender,0x9861708f2ad2BD1ed8D4D12436C0d8EB1ED36f1c,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1946258,1946258,0,5,193,344,261,70.48462856033608,68.30986849346239,79.556637154109,0,100,100
Adapt3r Treasury Bill Fund (tfBILL),0xA1F3aca66403D29b909605040C30ae1F1245d14c,mainnet,truefi,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1,1,0,2,0,-1,-47,21.875,0,0,0,100,75
ajna-ajna-dai,0xa7296590D1C302aBFB827cc9383A2AD20B561ff1,mainnet,yearn,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,0,0,0,3,0,0,0,53.6976548616436,0,79.556637154109,0,100,75
ajna-ajna-dai,0x05890560c2CCBeC6acD55940bC23559411B50387,mainnet,yearn,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,0,0,0,3,0,0,0,53.6976548616436,0,79.556637154109,0,100,75
ajna-apxeth-weth-1,0xc6Ba36F68bABbecc3F5563878d997ce643564048,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18010,18010,0,1,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
ajna-cow-dai,0xa9FA97a3EbA51C644f885E8A996Af331fb872C53,mainnet,yearn,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,0,0,0,1,0,0,0,53.6976548616436,0,79.556637154109,0,100,75
ajna-cow-dai2,0x8AA5C8e4DCd0A328345919FCccf47F4A0612E8E4,mainnet,yearn,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,0,0,0,1,0,0,0,53.6976548616436,0,79.556637154109,0,100,75
ajna-cseth-weth-1,0x3c08F7BF4aCeA543d81029a94A109Ffa37940d48,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0,0,0,1,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
ajna-deth-weth-1,0x2517F7997e6214d0989916FaCFeCfD56cEE07EED,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0,0,0,1,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
ajna-ezeth-weth-1,0xB6c4B9aB90007Dee2ccB22C8eE3035426a2b6EeC,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0,0,0,,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
ajna-meveth-weth-1,0x7bDFC4598851e0A0Fa792d878bF01997EdEf8805,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,6,0,6,1,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
ajna-mkr-dai,0x84bb6F0f170b5DfFf2b6cEc0559A2568A8e94815,mainnet,yearn,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,0,0,0,1,0,0,0,53.6976548616436,0,79.556637154109,0,100,75
ajna-mpeth-weth-1,0xfAea63De6cEf57ce4C9fC22EfCb4FC2eae142a74,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0,0,0,,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
Ajna Pool AJNA/DAI,0x2fEeF99A711D684E00a017C4AC587bea31F12875,mainnet,ajna,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,1665,1085,580,,6794,6794,6067,62.8121011457709,58.26433810703381,73.21058381091035,0,100,75
Ajna Pool AJNA/FRAX,0x22e0A5b9c292De0ed86ba1360d6e2f821C3F768a,mainnet,ajna,Frax,FRAX,0x853d955aCEf822Db058eb8505911ED77F175b99e,0,0,0,,0,0,0,52.909180840772024,39.99973658203943,73.21058381091035,0,100,25
Ajna Pool AJNA/MET,0x00106d29D3D3664959c5a5a2D6570aaa323044E7,mainnet,ajna,Metronome2,MET,0x2Ebd53d035150f328bd754D6DC66B99B0eDB89aa,0,0,0,,0,0,0,52.24581452764666,52.307905016412604,73.21058381091035,0,100,0
Ajna Pool AJNA/rETH,0x8A75bd1160212D56f071e126FC56846489c7e322,mainnet,ajna,Rocket Pool ETH,rETH,0xae78736Cd615f374D3085123A210448E74Fc6393,0,0,0,,0,0,0,49.80956388224819,40.126651789420265,73.21058381091035,0,100,0
Ajna Pool apxETH/WETH,0x1EeA11C09eB446261739bBd1315992C3632960DF,mainnet,ajna,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18279,16385,1894,,77,77,72,66.82773478429866,62.71750629967254,73.21058381091035,0,100,100
Ajna Pool asdCRV/CRV,0x652765516E2547C0ec301bEe0179C9DEc6E54E6d,mainnet,ajna,Curve DAO Token,CRV,0xD533a949740bb3306d119CC777fa900bA034cd52,51,0,51,,0,0,0,53.020896006029936,56.18331240832897,73.21058381091035,0,100,0
Ajna Pool COW/DAI,0xEE9Ad5700E17a95A397827c297958472C6669882,mainnet,ajna,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,0,0,0,,0,0,0,63.23076909998096,60.35767787808408,73.21058381091035,0,100,75
Ajna Pool csETH/WETH,0xe3FBB8cA68401e08556746E5656937F4F2A89E7D,mainnet,ajna,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1,1,0,,1052,1052,1052,65.09509043464195,54.05428455138901,73.21058381091035,0,100,100
Ajna Pool dETH/WETH,0xCFF6231D6DcD52D98f1EC1AFEC7063962fC3092f,mainnet,ajna,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0,0,0,,0,0,0,66.52306539213228,61.19415933884067,73.21058381091035,0,100,100
Ajna Pool DMusd/USDC,0xb3F52E1F03aC86d0824f721eD3a969bE53eaDFdC,mainnet,ajna,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,19,18,1,,942,942,942,51.15923352436414,0,73.21058381091035,0,100,75
Ajna Pool ELON/WETH,0x706931Fb07348E174D17Cae3DA3EdBf9A26E8a88,mainnet,ajna,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,180,180,0,,1163,1163,1163,63.099640012627084,44.07703244131472,73.21058381091035,0,100,100
Ajna Pool ENA/sDAI,0x4176747Bc01BE99f9e8FE78A7b2303d4662a2244,mainnet,ajna,Savings Dai,sDAI,0x83F20F44975D03b1b09e64809B757c47f942BEeA,1,0,1,,0,0,0,51.64192114198842,49.2884380881214,73.21058381091035,0,100,0
Ajna Pool ezETH/WETH,0x95Af0F183cee1D797c921F53090c73f310610E73,mainnet,ajna,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0,0,0,,0,0,0,64.99439933560635,53.55082905621106,73.21058381091035,0,100,100
Ajna Pool fETH/xETH,0x2971B058180C3bE5a089932b2e46F6456e96C423,mainnet,ajna,Leveraged ETH,xETH,0xe063F04f280c60aECa68b38341C2eEcBeC703ae2,0,0,0,,0,0,0,49.18071482894498,36.982406522904185,73.21058381091035,0,100,0
Ajna Pool GEL/WETH,0xCc0463fc97E188DF4acdcC77d70802F2B374ae0E,mainnet,ajna,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,54,54,0,,504,504,504,63.84845539431163,47.82110934973743,73.21058381091035,0,100,100
Ajna Pool GRAI/USDC,0xFC278e58c600EfdC3154cAfB651F63776B2c58CD,mainnet,ajna,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,400,400,0,,81,81,81,60.47345064283457,46.57108559235214,73.21058381091035,0,100,75
Ajna Pool HAUL/USDC,0x0154EA20e74b3230700584EeA9e1D88a02a0EE75,mainnet,ajna,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,74,74,0,,1052,1052,1052,51.15923352436414,0,73.21058381091035,0,100,75
Ajna Pool mBASIS/USDC,0x5503364c38505c68612A4D85e952F33CD17E24Af,mainnet,ajna,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,13,10,3,,26616,26616,25033,51.15923352436414,0,73.21058381091035,0,100,75
Ajna Pool MET/AJNA,0x81D3f2C87b6D4bC2ca136fb67C6596C24Df6c5Ff,mainnet,ajna,AjnaToken,AJNA,0x9a96ec9B57Fb64FbC60B423d1f4da7691Bd35079,0,0,0,,0,0,0,51.28743725136343,47.51601863499645,73.21058381091035,0,100,0
Ajna Pool MET/USDC,0xbdeCF70Bd9AA710E59d73c84840D0d5f0F318813,mainnet,ajna,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,0,0,,0,0,0,59.37593303434288,41.08349754989367,73.21058381091035,0,100,75
Ajna Pool mevETH/WETH,0x6a511d452423537dA52bC18b61305966473b8711,mainnet,ajna,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,54,0,54,,0,0,0,65.95727877513116,58.365226253835104,73.21058381091035,0,100,100
Ajna Pool MKR/DAI,0x0598c1FeDa47535FF5248E2Bd08703ACE4E740C4,mainnet,ajna,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,898,97,801,,2499,2531,2892,63.53517078997541,61.87968632805633,73.21058381091035,0,100,75
Ajna Pool mpETH/WETH,0x580D779cd5c5667357647104e1898B17f1550c52,mainnet,ajna,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0,0,0,,0,0,0,65.05347385579051,53.84620165713185,73.21058381091035,0,100,100
Ajna Pool MSTR/USDT,0x9d02d4Aa45b84849aF0c4369eDA20f6bE7d85Ed3,polygon,ajna,(PoS) Tether USD,USDT,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,53,50,3,,1083,1083,1083,31.78423352436414,0,73.21058381091035,0,20,0
Ajna Pool mwstETH-WPUNKS:20/wstETH,0x1b3cA2A7B12859FE34CefD7072D770fB6a1e7679,mainnet,ajna,Wrapped liquid staked Ether 2.0,wstETH,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,82705,1517,81188,,756,756,756,41.78423352436414,0,73.21058381091035,0,100,0
Ajna Pool mwstETH-WPUNKS:40/wstETH,0x7a2f9D2610Ab99952DFb44F8aA3707584bAACb8D,mainnet,ajna,Wrapped liquid staked Ether 2.0,wstETH,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,165,13,152,,76,76,76,53.99922708610049,61.074967808681734,73.21058381091035,0,100,0
Ajna Pool PRIME/USDC,0xE9bE38166Cf94d730bB779ED3323722676b10851,mainnet,ajna,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,8,0,8,,0,0,0,62.803569790265136,58.221681329504975,73.21058381091035,0,100,75
Ajna Pool PT-weETH-27JUN2024/WETH,0xb50c8955D025D1D3600E68A5BDCFA4D02B204818,mainnet,ajna,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0,0,0,,0,0,0,63.52329332010633,46.195298978710944,73.21058381091035,0,100,100
Ajna Pool RBN/WETH,0xC2A03288c046C7447faa598a515E494CBC7187c3,mainnet,ajna,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0,0,0,,0,0,0,67.05227953048531,63.84023003060585,73.21058381091035,0,100,100
Ajna Pool rETH/DAI,0x9cdB48FcBd8241Bb75887AF04d3b1302c410F671,mainnet,ajna,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,37344,31678,5666,,3802,2800,2346,64.0014293820945,64.2109792886518,73.21058381091035,0,100,75
Ajna Pool rETH/WETH,0xE300B3A6b24cB3c5c87034155F7ffF7F77C862a0,mainnet,ajna,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,38295,18,38277,,185,185,3406,67.54743888523447,66.3160268043517,73.21058381091035,0,100,100
Ajna Pool rsETH/USDC,0xfe33ecd5758A34e4a3D0E9F746aec428B7638E78,mainnet,ajna,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,0,0,,0,0,0,60.12704704218265,44.839067589092544,73.21058381091035,0,100,75
Ajna Pool sDAI/ENA,0x52054b0f7F07Bb8e6dAA06D177ECE312ccc1F685,mainnet,ajna,ENA,ENA,0x57e114B691Db790C35207b2e685D4A43181e6061,0,0,0,,546,546,546,51.421371789626114,48.18569132630987,73.21058381091035,0,100,0
Ajna Pool sDAI/USDC,0x90Ac6604aE71B5D978f3fC6074078987249119Ea,mainnet,ajna,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,17123,481,16642,,513,513,513,63.809518966692835,63.25142721164349,73.21058381091035,0,100,75
Ajna Pool SPC/USDC,0x7FF64e9f7BEbec9D8b6c8A2E679A72baa979f9f7,mainnet,ajna,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,0,0,,0,0,0,60.14238695338158,44.91576714508721,73.21058381091035,0,100,75
Ajna Pool SPOT/USDC,0x9453A999EBAfF9Ca143010e10651841DFA8ED917,mainnet,ajna,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1,0,1,,0,0,0,51.15923352436414,0,73.21058381091035,0,100,75
Ajna Pool steakUSDC/aEthUSDC,0x419e3364B434774f33DfBC2F6b758770785f2723,mainnet,ajna,Aave Ethereum USDC,aEthUSDC,0x98C23E9d8f34FEFb1B7BD6a91B7FF122F4e16F5c,112,101,11,,182,182,182,50.028971821755434,41.22369148695645,73.21058381091035,0,100,0
Ajna Pool st-yCRV/DAI,0x07AAA9e40323A85e763a5b2eB9d8cA7ebAf7FB5A,mainnet,ajna,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,0,0,0,,0,0,0,63.63442014839859,62.37593312017223,73.21058381091035,0,100,75
Ajna Pool st-yETH/DAI,0x304375E4890146DC575B894b35a42608FaB823a8,mainnet,ajna,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,312,190,122,,1662,1662,1662,63.51716871692378,61.7896759627982,73.21058381091035,0,100,75
Ajna Pool sUSDe/DAI,0x34bC3D3d274A355f3404c5dEe2a96335540234de,mainnet,ajna,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,162098,4770,157328,,768,768,804,64.20436599349974,65.22566234567799,73.21058381091035,0,100,75
Ajna Pool syrupUSDC/USDC,0xbCda8EE352778071fc7f09B8bfBcD832aa09CeE9,mainnet,ajna,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,116385,106981,9404,,368,368,368,63.21312473498578,60.26945605310823,73.21058381091035,0,100,75
Ajna Pool tWAR/USDC,0xaAA91f2f7fB8038e9Efb1040a67C0D86B025703F,mainnet,ajna,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,0,0,,0,0,0,58.708878922085006,37.74822698860433,73.21058381091035,0,100,75
